rank,netrtg,adjt,luck,sos,sos_ooc,team,year
156,+0.89,62.1,-.021,-1.48,+1.21,Missouri St.,2023
288,-10.62,65.4,-.007,+4.12,-2.71,San Jose St.,2022
348,-25.63,66.1,-.008,-4.63,+12.03,Arkansas Pine Bluff,2020
201,-2.52,65.5,+.095,-1.24,-0.27,Charlotte,2022
80,+10.70,66.3,+.001,+13.51,+7.01,Providence,2021
334,-15.50,67.1,+.036,-3.22,-2.04,Central Michigan,2023
10,+24.53,69.8,-.004,+11.92,-2.33,Illinois,2024
209,-2.64,66.6,+.005,-1.88,-4.00,Georgia Southern,2023
89,+8.39,67.1,+.036,-2.36,+6.77,Hofstra,2023
122,+4.60,66.0,-.078,+7.33,+1.18,Mississippi,2023
123,+4.45,67.6,+.072,+11.25,+4.66,Georgia Tech,2024
230,-5.10,63.7,+.070,-3.05,+1.99,Green Bay,2024
158,+0.67,63.9,+.007,-2.28,-5.75,Drexel,2021
232,-5.08,65.0,+.023,-3.15,-1.57,Wofford,2023
326,-15.02,69.1,+.070,-5.46,-3.05,Hampton,2022
280,-9.85,65.9,-.047,+1.64,-4.07,Duquesne,2022
219,-3.63,68.8,-.056,+8.72,-5.44,Georgetown,2023
79,+10.29,71.1,+.013,+11.13,+2.89,Florida St.,2024
236,-6.16,69.6,+.003,-6.24,+2.31,Lamar,2020
67,+12.37,65.8,-.011,+12.31,-1.44,Mississippi St.,2021
4,+29.06,70.5,+.022,+18.17,+10.44,Illinois,2021
82,+10.28,73.3,-.013,+7.18,-7.58,St. John's,2023
53,+14.37,68.0,-.037,+5.58,-1.43,Saint Louis,2021
328,-15.71,73.1,+.070,-2.34,-2.47,Dixie St.,2021
152,+1.35,70.6,+.072,-1.71,+8.94,Eastern Washington,2024
330,-16.52,70.8,+.013,-5.00,+8.61,Prairie View A&M,2024
276,-10.71,71.8,-.018,-6.93,-99.00,Bucknell,2021
346,-19.71,64.6,+.032,-6.39,-1.44,Central Connecticut,2022
208,-2.96,70.2,+.072,-6.07,-5.85,Florida Gulf Coast,2022
78,+11.10,67.6,-.010,+12.08,-8.58,Washington St.,2021
105,+6.57,69.7,-.052,+8.01,-1.88,Stanford,2024
225,-6.08,66.5,-.069,-4.03,-2.15,Delaware,2021
86,+9.05,69.4,-.012,+5.12,-2.32,Wake Forest,2023
353,-18.97,70.5,-.020,-8.30,-0.09,Houston Christian,2023
196,-2.76,68.3,-.064,+2.55,-3.02,Illinois Chicago,2024
227,-4.66,68.8,+.076,-0.97,-0.08,James Madison,2022
152,+1.54,66.4,+.101,-5.42,-1.84,North Dakota St.,2022
202,-2.19,65.9,-.001,-5.04,-2.15,St. Thomas,2023
143,+2.11,74.9,-.037,-0.16,+0.60,Marshall,2020
34,+17.07,67.1,-.037,+11.36,+0.68,Mississippi St.,2024
299,-10.66,67.6,+.052,+2.14,+0.05,Portland,2024
137,+2.56,69.6,+.121,-4.73,-13.35,Fordham,2023
51,+13.70,63.8,-.075,+10.12,+3.84,Villanova,2023
125,+4.28,65.7,-.080,+4.21,+0.94,Davidson,2024
201,-2.06,65.5,-.032,-1.32,-3.90,St. Bonaventure,2023
345,-19.70,69.6,-.051,-5.36,+5.54,Fairleigh Dickinson,2022
201,-2.06,65.5,-.032,-1.32,-3.90,St. Bonaventure,2023
345,-19.70,69.6,-.051,-5.36,+5.54,Fairleigh Dickinson,2022
327,-15.31,72.2,+.086,-9.09,-4.66,Fairleigh Dickinson,2024
209,-3.94,66.2,+.035,-0.68,-2.40,Mercer,2024
226,-4.57,64.2,-.049,-4.73,-1.51,Campbell,2023
286,-9.56,69.5,-.066,-4.30,-6.10,Bowling Green,2023
260,-8.93,65.6,+.008,-2.16,-99.00,Boston University,2021
171,-0.27,66.5,-.066,+2.79,-6.08,Tulsa,2022
93,+8.86,67.7,-.104,+8.22,+5.87,San Francisco,2021
187,-1.16,69.1,-.088,+3.66,+3.92,New Mexico St.,2023
182,-1.18,66.7,-.165,-3.83,+12.76,Gardner Webb,2021
229,-5.09,65.9,-.059,+2.60,-0.51,Rice,2024
137,+3.01,65.6,-.020,+10.34,+2.07,Missouri,2022
76,+11.35,68.7,+.012,-3.28,+4.03,Iona,2023
277,-9.08,65.7,-.001,-3.89,+0.32,Maine,2023
306,-12.56,70.0,+.074,-8.53,-4.76,South Carolina St.,2022
305,-12.62,68.2,+.036,-0.78,+3.59,Troy,2021
56,+11.78,74.2,-.032,+4.41,+0.01,Memphis,2019
22,+20.59,68.7,+.017,+13.19,-0.73,Creighton,2021
183,-1.15,69.6,-.022,-2.63,-2.11,Louisiana,2022
39,+15.53,65.7,-.105,+7.80,-7.51,Rutgers,2023
200,-3.83,68.5,-.012,+7.06,+5.97,La Salle,2021
1,+29.86,66.6,-.056,+10.39,-1.75,Connecticut,2023
35,+17.63,64.7,-.024,+17.10,-1.11,Maryland,2021
275,-8.80,66.7,+.050,-4.64,-11.13,FIU,2022
257,-7.21,72.3,+.015,-7.68,+0.52,Southeast Missouri St.,2023
281,-8.81,70.4,+.042,+0.67,+0.50,Utah Tech,2024
250,-6.56,69.1,-.016,-2.32,+2.62,Northern Illinois,2023
85,+9.63,68.2,-.042,+10.88,+6.32,USC,2024
283,-10.20,64.1,+.023,-3.27,+5.57,Radford,2022
,,,,,,Kansas City,2024
50,+13.78,67.2,+.086,+9.11,-0.67,Creighton,2022
70,+11.52,67.7,+.028,+11.49,+0.06,Kansas St.,2024
210,-2.68,70.0,-.003,+0.60,-8.29,FIU,2023
354,-19.57,66.6,+.005,-2.63,-2.16,VMI,2023
76,+10.59,71.6,+.036,+5.00,+5.32,Memphis,2024
283,-8.86,67.7,-.000,-1.04,+6.91,Oral Roberts,2024
146,+1.34,68.4,-.100,+2.44,+3.17,Utah Tech,2023
58,+12.94,68.0,+.026,+5.01,+5.74,BYU,2022
259,-8.79,70.1,+.059,+1.03,+3.97,Cal St. Northridge,2021
53,+14.53,68.0,+.051,+2.95,-1.34,Drake,2024
304,-12.44,65.7,-.009,-3.99,-0.96,Stetson,2022
38,+16.69,70.9,+.032,+3.07,-4.40,Indiana St.,2024
313,-13.90,68.8,-.055,+0.13,+10.77,Tennessee Tech,2021
106,+6.11,67.7,-.064,-2.29,+2.91,UC Irvine,2020
319,-13.02,69.8,+.054,-4.24,+4.75,North Carolina A&T,2023
55,+13.26,68.1,+.047,+8.40,+0.78,Arizona St.,2023
86,+9.36,66.9,+.095,+8.78,-1.54,Mississippi,2024
127,+4.39,65.9,+.025,+3.38,+6.31,Wofford,2021
228,-4.70,62.3,+.012,-0.91,+2.97,Sacramento St.,2023
278,-9.16,69.0,+.022,+1.60,-6.18,UTSA,2023
112,+7.14,68.5,-.001,+4.26,+20.90,Akron,2021
64,+12.63,70.1,+.036,+3.20,+4.60,Utah Valley,2023
205,-2.41,68.6,-.022,+6.09,+2.83,Florida St.,2023
222,-5.37,66.7,-.006,-6.37,+3.94,Saint Peter's,2021
144,+2.27,73.5,-.035,-0.75,+1.38,Charleston,2022
97,+8.09,63.8,-.033,+2.26,-3.27,George Mason,2024
22,+18.05,69.6,-.042,+10.29,+3.24,Arkansas,2023
106,+6.49,67.8,+.102,+4.78,+1.94,UAB,2024
201,-2.06,65.5,-.032,-1.32,-3.90,St. Bonaventure,2023
237,-6.35,67.4,+.043,+0.31,-1.46,Western Michigan,2020
167,-0.02,65.1,-.015,-3.95,+7.14,Bellarmine,2021
267,-8.39,69.9,+.021,-5.40,-5.98,Ball St.,2022
108,+5.87,70.8,+.046,+9.60,+2.08,Arkansas,2024
10,+24.32,63.7,-.024,+6.27,+4.81,Loyola Chicago,2021
46,+14.45,65.4,+.121,+5.02,-2.32,Colorado St.,2022
144,+2.27,73.5,-.035,-0.75,+1.38,Charleston,2022
144,+1.95,67.4,+.013,+7.32,-14.54,Tulane,2021
208,-3.92,68.6,+.071,+2.14,-6.06,Evansville,2024
71,+11.36,66.3,-.083,+6.77,-0.41,Clemson,2022
253,-7.02,66.0,-.036,-0.47,-4.22,Loyola Chicago,2023
12,+21.83,67.8,-.068,+11.15,+5.97,Creighton,2023
137,+2.73,64.7,-.052,+0.05,+3.12,Liberty,2024
302,-12.46,68.1,+.106,-0.79,+0.32,William & Mary,2021
139,+2.55,69.4,+.004,-1.59,+4.95,Toledo,2024
30,+17.23,66.0,+.022,+10.38,-5.83,Illinois,2020
69,+11.45,67.6,-.065,+8.15,+3.25,Syracuse,2022
41,+14.80,67.7,+.088,+8.63,+0.38,Miami FL,2022
187,-2.20,66.9,-.020,+0.65,-99.00,Hawaii,2021
98,+7.96,63.1,-.028,+9.05,+0.68,UCLA,2024
231,-4.96,68.8,-.029,-3.77,-10.82,Quinnipiac,2022
301,-10.98,68.9,+.019,-4.19,-10.43,Illinois Chicago,2023
30,+16.48,65.1,-.054,+11.73,-2.04,Oklahoma,2022
268,-8.54,66.7,-.045,-3.19,-2.19,Miami OH,2023
161,+0.73,70.9,-.040,+4.72,+1.60,New Mexico,2022
6,+23.80,65.1,-.063,+8.69,+2.76,Tennessee,2023
227,-4.70,72.1,+.131,-4.81,+0.20,Milwaukee,2023
269,-8.54,67.1,-.027,-3.91,-0.42,North Dakota,2023
94,+7.61,67.0,+.053,+10.29,+2.04,Nebraska,2023
304,-12.55,69.1,-.047,-2.51,-99.00,Holy Cross,2021
3,+27.49,69.3,+.041,+12.60,+4.13,Kansas,2022
189,-2.45,65.0,-.002,+1.08,-6.50,East Carolina,2024
129,+3.49,67.5,-.108,-3.06,-6.79,Florida Atlantic,2022
122,+3.86,66.2,-.121,+6.09,-1.26,Utah,2022
322,-14.01,68.8,+.010,-4.49,-4.49,South Dakota,2024
6,+27.58,67.0,+.001,+16.27,+6.28,USC,2021
163,+0.34,68.8,-.022,+7.13,+14.82,Northern Iowa,2021
49,+14.11,65.9,-.120,+11.18,-2.53,Ohio St.,2023
59,+13.54,65.7,+.118,+13.29,+7.71,Louisville,2021
242,-5.73,69.6,-.076,+0.89,+2.06,Southern Utah,2024
230,-4.87,64.4,-.085,-3.57,-2.20,Mercer,2023
194,-2.62,68.9,-.014,-8.87,-6.29,Little Rock,2024
21,+18.65,68.6,-.052,+9.10,-1.21,LSU,2022
219,-3.63,68.8,-.056,+8.72,-5.44,Georgetown,2023
199,-2.83,69.5,+.061,+5.59,+3.08,Saint Louis,2024
216,-3.29,65.7,+.030,+8.56,-7.80,Minnesota,2023
340,-18.77,68.5,-.090,-9.21,+6.78,McNeese St.,2021
325,-14.89,67.5,-.093,-5.47,+2.72,Northwestern St.,2024
127,+3.92,69.2,+.064,+10.51,+6.00,Arizona St.,2024
77,+10.49,69.8,-.059,+9.52,-3.95,Penn St.,2024
57,+13.78,69.2,+.022,+16.46,+9.76,Stanford,2021
117,+4.90,67.2,-.070,+9.14,-5.58,Oklahoma St.,2024
9,+25.10,67.4,+.029,+11.39,+4.85,Tennessee,2022
290,-9.85,66.4,-.035,+6.19,+1.57,Louisville,2023
179,-0.86,67.7,+.074,+1.11,-8.14,East Carolina,2022
4,+29.06,70.5,+.022,+18.17,+10.44,Illinois,2021
136,+3.08,63.8,+.114,-3.17,-1.68,Texas St.,2022
21,+18.65,68.6,-.052,+9.10,-1.21,LSU,2022
219,-3.63,68.8,-.056,+8.72,-5.44,Georgetown,2023
86,+9.36,66.9,+.095,+8.78,-1.54,Mississippi,2024
25,+20.33,66.1,+.010,+16.61,+5.71,Purdue,2021
135,+2.90,75.3,-.036,-2.07,-3.00,Western Kentucky,2024
335,-17.57,69.3,-.088,-1.56,+8.80,Kennesaw St.,2021
241,-6.09,65.7,+.011,+3.18,+4.26,UT Arlington,2023
255,-7.07,67.1,-.016,-0.98,-2.72,Rhode Island,2023
78,+11.10,67.6,-.010,+12.08,-8.58,Washington St.,2021
139,+2.92,70.5,+.043,-5.77,-9.96,Seattle,2022
329,-15.85,66.8,+.015,+2.76,-0.10,Cal Poly,2021
53,+14.53,68.0,+.051,+2.95,-1.34,Drake,2024
259,-7.29,63.1,+.092,-4.92,-5.16,Niagara,2023
362,-29.03,65.4,-.039,-9.12,-8.93,Hartford,2023
191,-2.64,65.8,+.065,+4.63,-99.00,Fresno St.,2021
107,+5.92,69.1,+.037,+7.35,-0.70,Washington,2023
229,-4.86,66.6,+.095,-1.59,-1.60,Murray St.,2023
134,+3.04,68.7,+.011,-10.03,-12.18,UMass Lowell,2023
226,-4.46,68.9,+.043,+0.45,-3.98,George Washington,2022
255,-7.07,67.1,-.016,-0.98,-2.72,Rhode Island,2023
313,-12.80,69.6,+.003,-2.43,-5.33,Coastal Carolina,2024
51,+13.70,63.8,-.075,+10.12,+3.84,Villanova,2023
44,+15.78,67.6,-.077,+15.67,-5.46,Utah,2021
65,+11.94,66.1,+.056,+4.10,-1.05,Wyoming,2022
17,+19.38,67.6,+.056,+2.65,-2.85,Florida Atlantic,2023
42,+15.13,66.6,-.024,+9.06,+5.96,Oregon,2023
170,-0.18,68.9,-.032,-0.28,-1.07,VMI,2022
218,-5.13,74.2,+.064,+2.53,-10.53,The Citadel,2021
293,-10.47,64.2,-.056,-0.51,+1.44,Chicago St.,2023
201,-2.06,65.5,-.032,-1.32,-3.90,St. Bonaventure,2023
316,-12.45,67.8,-.046,+3.48,-3.81,Tulsa,2023
229,-4.86,66.6,+.095,-1.59,-1.60,Murray St.,2023
281,-9.94,70.3,-.034,-3.11,+16.98,Prairie View A&M,2022
227,-4.70,72.1,+.131,-4.81,+0.20,Milwaukee,2023
164,+0.45,65.5,+.008,-1.31,-5.42,Charlotte,2020
194,-2.98,66.9,+.081,-5.09,-0.17,Hartford,2021
124,+3.83,65.3,-.034,-5.08,-0.64,Liberty,2022
184,-1.10,68.3,-.065,-2.92,+0.79,Chattanooga,2023
233,-5.41,72.7,+.051,-3.37,-7.46,Cal St. Northridge,2024
316,-12.45,67.8,-.046,+3.48,-3.81,Tulsa,2023
127,+3.92,69.2,+.064,+10.51,+6.00,Arizona St.,2024
177,-0.64,64.8,+.099,-0.90,-1.77,Old Dominion,2023
6,+25.72,67.5,-.043,+8.88,-2.72,Kentucky,2022
324,-15.26,66.2,+.130,-7.28,+22.79,Sacred Heart,2021
250,-6.29,65.8,-.018,-1.28,+1.05,Northeastern,2024
340,-17.64,65.6,+.040,-2.01,-5.14,Chicago St.,2022
35,+17.02,66.6,-.033,+12.06,+5.10,Texas A&M,2024
231,-6.29,69.7,+.023,+6.01,+6.01,UC San Diego,2021
27,+19.98,68.2,+.070,+15.83,+10.43,Kansas,2021
57,+12.98,59.3,+.001,+0.26,+4.85,North Texas,2022
51,+13.28,68.3,-.060,+6.70,-1.28,Syracuse,2020
80,+10.70,66.3,+.001,+13.51,+7.01,Providence,2021
261,-7.86,64.9,+.000,-4.72,-1.23,Fairfield,2023
341,-18.90,72.6,-.003,-2.99,+11.53,Houston Baptist,2021
353,-18.97,70.5,-.020,-8.30,-0.09,Houston Christian,2023
256,-7.21,68.5,+.120,-2.33,-0.26,North Alabama,2023
302,-12.07,68.1,-.015,-8.72,-5.47,Lehigh,2022
61,+13.13,69.1,-.026,+6.12,+15.51,Boise St.,2021
354,-22.06,66.2,-.048,-5.75,+1.33,Maine,2022
342,-19.09,69.5,-.026,-8.11,+22.33,Alcorn St.,2021
139,+2.45,63.7,+.087,-2.70,-3.76,Southern Illinois,2023
125,+3.72,68.2,+.025,-2.07,+0.57,Belmont,2023
,,,,,,Kansas City,2021
162,+0.54,65.6,-.099,+6.30,-0.54,Wyoming,2023
23,+17.99,64.2,-.023,+8.94,-3.90,Maryland,2023
40,+17.03,69.1,-.050,+19.38,+11.55,Penn St.,2021
89,+8.35,69.9,-.092,+11.89,+2.61,Iowa St.,2020
176,-0.66,66.1,-.037,+5.30,+13.13,UNLV,2021
43,+14.63,66.3,+.049,+11.25,-6.84,Iowa St.,2022
20,+21.12,67.6,+.037,+12.31,+10.05,BYU,2021
16,+19.68,66.5,+.021,+12.33,+1.31,Baylor,2023
34,+18.62,71.5,-.005,+14.79,+8.20,North Carolina,2021
170,-0.14,66.8,+.049,+10.01,+2.23,South Florida,2021
135,+2.89,68.6,-.012,+10.45,+1.82,DePaul,2023
204,-2.40,66.1,-.091,-4.12,+1.33,Gardner Webb,2023
222,-3.82,69.4,-.010,-0.67,+4.82,Northern Colorado,2023
234,-6.49,62.7,-.032,+0.99,-4.60,Charlotte,2021
291,-10.83,64.6,+.066,-2.16,+6.69,Austin Peay,2022
162,-0.10,67.7,+.000,+1.87,+7.07,Utah Valley,2024
72,+11.65,70.2,+.110,-4.02,+7.06,Oral Roberts,2023
270,-10.11,66.6,+.032,-3.37,-1.33,Georgia Southern,2021
49,+13.86,65.6,-.087,+7.96,-1.63,Mississippi St.,2022
21,+18.51,70.1,+.035,+10.35,-3.05,Kansas St.,2023
192,-1.38,69.5,+.043,+1.40,-4.01,Pacific,2023
336,-15.72,68.2,-.009,-10.99,-0.82,St. Francis PA,2023
71,+12.02,67.8,-.011,+10.91,-6.18,N.C. State,2021
151,+1.14,65.7,+.027,+5.91,-6.56,LSU,2023
159,+0.79,67.2,+.038,+6.42,+2.47,Wyoming,2024
292,-10.36,67.8,-.008,-3.19,-5.17,Valparaiso,2023
205,-2.41,68.6,-.022,+6.09,+2.83,Florida St.,2023
230,-4.78,69.2,-.066,+2.52,-0.13,Indiana St.,2022
238,-5.55,70.5,-.013,-0.24,+1.92,Marshall,2024
301,-10.98,68.9,+.019,-4.19,-10.43,Illinois Chicago,2023
347,-17.15,67.8,+.005,-8.32,-3.76,Eastern Illinois,2023
212,-3.39,63.1,-.037,-0.48,+8.55,Tarleton St.,2022
188,-2.31,69.3,+.039,+2.38,-11.86,Rice,2021
299,-11.27,69.1,-.130,-0.80,-2.23,Columbia,2020
229,-5.09,65.9,-.059,+2.60,-0.51,Rice,2024
319,-14.14,71.9,+.098,-1.20,+8.37,Central Arkansas,2022
49,+14.97,68.1,-.148,+16.91,+15.29,Kentucky,2021
105,+6.20,67.8,+.075,+7.96,+0.04,Florida St.,2022
118,+4.85,64.4,-.012,+9.78,-1.04,Notre Dame,2024
76,+10.59,71.6,+.036,+5.00,+5.32,Memphis,2024
333,-15.18,72.1,+.059,-2.70,-1.80,Central Arkansas,2023
172,-0.02,67.8,+.032,-5.29,+3.47,Austin Peay,2020
78,+11.10,67.6,-.010,+12.08,-8.58,Washington St.,2021
53,+14.53,68.0,+.051,+2.95,-1.34,Drake,2024
76,+10.83,70.8,-.014,+2.35,-1.82,Santa Clara,2022
95,+8.26,69.9,-.019,+8.85,-1.46,LSU,2024
184,-2.27,70.6,+.001,-1.13,-10.43,Tulsa,2024
147,+1.47,65.5,+.026,+14.05,-1.47,Kansas St.,2021
254,-6.73,70.6,-.001,-0.01,-7.12,UTSA,2024
82,+9.97,68.6,-.049,-0.05,+5.68,UC Irvine,2024
175,-0.64,67.0,-.109,+13.51,-17.91,Wake Forest,2021
92,+8.01,68.3,+.035,-3.50,-2.32,Furman,2023
87,+9.38,67.7,-.077,+7.86,-11.01,Northwestern,2022
295,-10.54,63.1,+.004,-1.33,-0.06,Cal St. Bakersfield,2023
121,+4.65,68.5,+.063,-0.99,+1.44,Eastern Washington,2023
53,+13.36,68.6,+.010,+7.92,+0.98,Xavier,2022
149,+1.61,67.9,+.022,+2.36,-3.32,Missouri St.,2024
313,-13.21,67.9,+.021,-5.49,+5.06,Maryland Eastern Shore,2022
126,+4.74,69.0,+.007,+6.63,+2.39,Duquesne,2021
25,+17.07,65.4,-.003,+5.95,+2.56,San Diego St.,2022
223,-5.71,71.9,-.037,-8.44,+0.09,Morgan St.,2021
201,-2.06,65.5,-.032,-1.32,-3.90,St. Bonaventure,2023
103,+8.32,64.9,-.061,-1.44,+2.54,Grand Canyon,2021
18,+19.46,70.7,+.038,+9.08,-2.78,Arkansas,2022
156,+0.89,62.1,-.021,-1.48,+1.21,Missouri St.,2023
109,+5.78,66.9,+.079,+3.57,-0.27,Loyola Marymount,2023
32,+16.77,67.6,-.018,+9.68,+3.38,Auburn,2023
254,-6.73,70.6,-.001,-0.01,-7.12,UTSA,2024
66,+11.83,68.7,-.072,+9.02,-5.96,UCF,2024
320,-13.03,65.1,+.031,-4.61,+0.68,William & Mary,2023
244,-7.13,68.2,-.008,-5.46,-4.57,UNC Asheville,2021
325,-14.89,67.5,-.093,-5.47,+2.72,Northwestern St.,2024
233,-6.46,67.8,-.006,-2.07,+8.03,Stetson,2021
185,-1.13,66.2,+.006,-3.00,+0.98,Florida Gulf Coast,2023
25,+20.33,66.1,+.010,+16.61,+5.71,Purdue,2021
238,-5.74,72.3,-.017,-0.07,-0.77,Marshall,2022
68,+12.30,67.0,+.089,+10.47,+13.71,Wichita St.,2021
177,-0.64,64.8,+.099,-0.90,-1.77,Old Dominion,2023
112,+5.38,71.1,+.018,+1.95,+9.23,UT Arlington,2024
297,-12.34,66.5,+.036,-1.84,+4.38,North Florida,2021
241,-6.09,65.7,+.011,+3.18,+4.26,UT Arlington,2023
309,-11.41,66.3,+.055,-10.83,+1.24,Merrimack,2023
17,+21.81,65.1,-.099,+12.84,-4.88,Texas Tech,2021
37,+15.85,66.2,+.006,+6.85,+0.93,Boise St.,2023
180,-0.89,69.1,+.045,-1.91,-6.58,Portland,2022
158,+0.81,65.8,-.081,-1.48,-3.04,Harvard,2023
11,+21.12,67.0,+.037,+11.35,-0.44,Maryland,2020
214,-3.22,63.6,+.015,+6.59,-7.14,Oregon St.,2023
260,-8.00,65.2,-.075,-4.76,-11.88,Fordham,2019
40,+14.85,64.7,-.020,+1.72,-1.98,Davidson,2022
13,+21.24,61.6,+.006,+6.45,+3.94,Saint Mary's,2023
